,일련번호,의료기관명,병상수,소 재 지,개설주체_민간 또는공공,개설일자,전화번호,구,행정동명
670,1978,정환증정신건강의학과의원,0,경상남도 창원시 마산회원구 3·15대로 765-1 (합성동),민간,1991-04-24,055-297-9164,마산회원구,
671,1979,제일신경정신과의원,0,"경상남도 창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1991-02-04,055-248-4845,마산합포구,
672,1980,배신경정신과의원,0,"경상남도 창원시 마산합포구 서성로 56 (신포동2가, 배신경정신과의원)",민간,1967-09-15,055-244-8686,마산합포구,
673,1981,이끌림정신건강의학과의원,0,"경상남도 창원시 진해구 진해대로1114번길 15, 가동 3층 (장천동)",민간,2020-12-23,055-715-3577,진해구,
674,1982,최병훈정신건강의학과의원,0,경상남도 창원시 진해구 충장로 133 (여좌동),민간,1999-03-04,055-551-2275,진해구,여좌동
675,2010,이루다치과의원,0,"경상남도 창원시 의창구 용지로153번길 10, 동원빌딩 6층 602호 (용호동)",개인,2021-04-20,055-603-3009,의창구,
676,2011,국민45플란트치과의원,0,"경상남도 창원시 성산구 상남로 126, 6층 601-602호 (상남동)",개인,2021-04-07,055-275-4565,성산구,상남동
677,2012,예인치과의원,0,"경상남도 창원시 의창구 원이대로 581, 창원시 노동복지회관 3층 (용호동)",개인,2021-01-06,055-273-7528,의창구,
678,2013,다온구강악안면외과치과의원,0,"경상남도 창원시 의창구 지귀로 6, 4층 403,404,405호 (봉곡동)",개인,2020-07-22,055-237-8275,의창구,
679,2014,유니스타치과보철과치과의원,0,"경상남도 창원시 의창구 중동중앙로 47, 어반브릭스 TOWER 4층 414~418호 (중동)",개인,2020-04-22,055-255-3939,의창구,
680,2015,더끌림치과의원,0,"경상남도 창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL동 4층 4037,4038호 (중동)",개인,2020-04-02,055-253-2875,의창구,
681,2016,카이스트용치과의원,0,"경상남도 창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL동 4층 4003호 (중동)",개인,2020-04-02,055-602-2875,의창구,
682,2017,다함치과의원,0,"경상남도 창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL 4층 4001호 (중동)",개인,2020-03-26,055-713-2875,의창구,
683,2018,유니치과의원,0,"경상남도 창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL 4층 4033,4034호 (중동)",개인,2020-03-11,055-256-2828,의창구,
684,2019,우가주치과의원,0,"경상남도 창원시 성산구 상남로 88, PWR빌딩 8층 (상남동)",개인,2020-03-05,055-275-2275,성산구,상남동
685,2020,미소가득치과의원,0,"경상남도 창원시 성산구 마디미서로 54, 서울아동병원 5층 502호 (상남동)",개인,2020-02-28,055-283-2875,성산구,상남동
686,2021,대풍치과의원,0,"경상남도 창원시 성산구 대암로 101, 대풍빌딩 4층 401호 (대방동)",개인,2020-01-02,055-715-2875,성산구,
687,2022,365바른약속치과의원,0,"경상남도 창원시 의창구 원이대로56번길 2-41, 시스템빌딩 5층 501호 (도계동)",개인,2019-09-23,055-288-2080,의창구,
688,2023,주남치과의원,0,"경상남도 창원시 의창구 동읍 용잠로 17-1, 더힐빌딩 2층",개인,2019-02-21,055-294-7528,의창구,동읍
689,2024,우리홈치과의원,0,"경상남도 창원시 의창구 창원대로 415, 삼성홈플러스 지하1층 (팔용동)",개인,2018-11-30,055-273-2873,의창구,
690,2025,클린치과의원,0,"경상남도 창원시 성산구 안민로117번길 16-1, 2층 (안민동)",개인,2018-11-01,055-289-8822,성산구,
691,2026,삼성장학선치과의원,0,"경상남도 창원시 성산구 가음로13번길 33, 남양종합상가 503호 (남양동)",개인,2018-10-10,055-263-2828,성산구,
692,2027,탄탄플란트치과의원,0,"경상남도 창원시 성산구 상남로 122, 롯데메디컬 4층 (상남동)",개인,2018-04-13,055-264-1212,성산구,상남동
693,2028,서울연치과의원,0,"경상남도 창원시 성산구 상남로 132, 4층 (상남동)",개인,2018-03-12,055-285-2828,성산구,상남동
694,2029,화이트이(e)치과의원,0,"경상남도 창원시 성산구 단정로 7, 밀레니엄타워 3층 (상남동)",개인,2018-01-17,055-716-2884,성산구,상남동
695,2030,성주늘푸른치과의원,0,"경상남도 창원시 성산구 대암로 247, 더 스퀘어 B206호 (성주동)",개인,2018-01-17,055-284-0028,성산구,성주동
696,2031,정치과의원,0,"경상남도 창원시 의창구 평산로207번길 4, 4층 405,406호 (서상동)",개인,2017-08-16,055-295-2804,의창구,
697,2032,이고치과의원,0,"경상남도 창원시 성산구 가음정로43번길 3, 4층 401,402호 (가음동, 더원빌딩)",개인,2017-06-09,055-287-2578,성산구,
698,2033,특편한치과의원,0,"경상남도 창원시 성산구 용지로133번길 5, 5층 (중앙동, 키다리빌딩 5층)",개인,2017-04-20,055-287-9075,성산구,중앙동
699,2034,닥터오치과의원,0,"경상남도 창원시 성산구 원이대로863번길 26, 4층 (가음동)",개인,2017-04-20,055-287-5050,성산구,
700,2035,행복한수치과의원,0,"경상남도 창원시 성산구 대암로 247, A동 302호 (성주동, 더스퀘어)",개인,2016-07-05,055-275-2882,성산구,성주동
701,2036,이좋은수치과의원,0,"경상남도 창원시 의창구 도계로60번길 1, 2층 (도계동, 복음약국)",개인,2016-06-30,055-273-2872,의창구,
702,2037,처음부터구강내과치과의원,0,"경상남도 창원시 성산구 상남로 118, 5층 501호 (상남동, CNN타워)",개인,2016-06-24,055-282-9090,성산구,상남동
703,2038,최우수치과의원,0,"경상남도 창원시 의창구 북면 감계로110번길 54-39 (화진빌딩 302,303,304호)",개인,2015-10-20,055-252-2879,의창구,북면
704,2039,닥터함치과의원,0,경상남도 창원시 의창구 북면 감계로 300 (코아상가 401호),개인,2015-10-01,055-295-0275,의창구,북면
705,2040,연세샤인치과의원,0,"경상남도 창원시 성산구 원이대로 672 (상남동, 성인빌딩6층)",개인,2015-08-24,055-716-2842,성산구,상남동
706,2041,아이사랑치과의원,0,"경상남도 창원시 성산구 중앙대로100번길 14 (상남동, 스타타워즈오피스텔201,202,203호)",개인,2015-08-03,055-287-8528,성산구,상남동
707,2042,상남부부치과의원,0,"경상남도 창원시 성산구 마디미로21번길 17 (상남동, 피아노빌딩 7층)",개인,2015-05-06,055-274-2275,성산구,상남동
708,2043,서울오치과의원,0,"경상남도 창원시 의창구 북면 동전로 63 (현대힐프라자 401호,402호)",개인,2015-01-02,055-298-2475,의창구,북면
709,2044,감계뉴욕치과의원,0,경상남도 창원시 의창구 북면 감계로 304,개인,2014-11-14,055-292-5111,의창구,북면
710,2045,이앤치과의원,0,"경상남도 창원시 성산구 원이대로473번길 9, 노블파크아파트 2층 214.215.216호 (반림동)",개인,2014-08-18,055-283-2895,성산구,
711,2046,서울바른 치과교정과치과의원,0,"경상남도 창원시 성산구 중앙대로100번길 9 (상남동, 리베라컨벤션 5층)",개인,2014-05-30,055-713-8528,성산구,상남동
712,2047,뿌리내린치과의원,0,경상남도 창원시 의창구 원이대로285번길 5 (봉곡동),개인,2014-02-26,055-276-0005,의창구,
713,2048,로덴치과의원,0,경상남도 창원시 의창구 팔용로 419 (팔용동),개인,2014-02-21,055-299-2879,의창구,
714,2049,휴먼시아치과의원,0,경상남도 창원시 의창구  대봉로  24 (봉림동),개인,2013-12-19,055-277-7522,의창구,봉림동
715,2050,연세리더스치과교정과치과의원,0,"경상남도 창원시 성산구 중앙대로 114, SC제일은행 2층 (상남동)",개인,2013-09-13,055-716-2875,성산구,상남동
716,2051,현부부치과의원,0,경상남도 창원시 성산구 가음로15번길 38 (남양동),개인,2013-07-24,055-285-2875,성산구,
717,2052,서울하얀나라치과의원,0,경상남도 창원시 성산구 마디미로21번길 17 (상남동),개인,2013-01-07,055-285-2808,성산구,상남동
718,2053,즐거운나치과의원,0,경상남도 창원시 의창구 평산로215번길 215 (중동),개인,2012-12-11,055-293-0700,의창구,
719,2054,예성윤치과의원,0,경상남도 창원시 성산구 원이대로 668 (상남동),개인,2012-05-29,055-275-9928,성산구,상남동
720,2055,리즈치과의원,0,경상남도 창원시 성산구 가양로 124 (대방동),개인,2012-04-17,055-262-2804,성산구,
721,2056,굿위브치과의원,0,"경상남도 창원시 의창구 도계로 135 (명서동, 두산위브아파트)",개인,2012-03-15,055-276-2875,의창구,
722,2057,스카이치과의원,0,"경상남도 창원시 성산구 동산로 122 (상남동, 스카이웰빙파크210호)",개인,2012-01-02,055-274-2804,성산구,상남동
723,2058,어울림치과의원,0,"경상남도 창원시 성산구 원이대로682번길 8 (상남동, SH빌딩401호)",개인,2011-12-20,055-275-2853,성산구,상남동
724,2059,창원유앤미치과의원,0,"경상남도 창원시 성산구 삼정자로43번길 2 (성주동, 성산빌딩502호)",개인,2011-12-06,055-275-7533,성산구,성주동
725,2060,좋은하루치과의원,0,경상남도 창원시 성산구 반송로 150 (반림동),개인,2011-07-18,055-275-2833,성산구,
726,2061,하희치과의원,0,경상남도 창원시 성산구 단정로 32 (상남동),개인,2011-05-16,055-261-8875,성산구,상남동
727,2062,파티마치과의원,0,경상남도 창원시 성산구 동산로 124 (상남동),개인,2011-04-06,055-275-4882,성산구,상남동
728,2063,유디치과의원,0,"경상남도 창원시 성산구 중앙대로 104 (상남동, 마이우스오피스텔202,203,204,205,206호)",개인,2011-02-16,055-211-0460,성산구,상남동
729,2064,스마일100치과의원,0,"경상남도 창원시 성산구 중앙대로 123 (중앙동, 롯데마트4층)",개인,2010-12-29,055-282-2875,성산구,중앙동
730,2065,신세계치과의원,0,"경상남도 창원시 성산구 창이대로 733 (사파동, 사파동성아파트 상가 A동 305,306호)",개인,2010-08-09,055-263-7528,성산구,사파동
731,2066,굿플란트치과의원,0,"경상남도 창원시 의창구 원이대로 320 (대원동, 더시티세븐 T-701호)",개인,2010-07-05,055-265-2875,의창구,
732,2067,서울어린이치과의원,0,"경상남도 창원시 의창구 원이대로 595, 고운메디컬빌딩 7층 701호 (용호동)",개인,2009-09-22,055-266-1275,의창구,
733,2068,서원치과의원,0,"경상남도 창원시 의창구 반계로 97 (팔용동, 창대빌딩)",개인,2009-09-17,055-606-1588,의창구,
734,2069,예미담치과의원,0,"경상남도 창원시 성산구 원이대로 670 (상남동, 삼육빌딩)",개인,2009-09-07,055-264-3336,성산구,상남동
735,2070,참조은치과의원,0,"경상남도 창원시 의창구 창이대로 201 (봉곡동, 수득빌딩)",개인,2009-05-27,055-238-7528,의창구,
736,2071,림스치과의원,0,"경상남도 창원시 성산구 동산로 122 (상남동, 스카이웰빙파크)",개인,2009-01-29,055-284-1456,성산구,상남동
737,2072,평온치과의원,0,"경상남도 창원시 의창구 소계로84번길 2 (소계동, 평온치과의원)",개인,2009-01-21,055-292-2875,의창구,
738,2073,밝은미소치과의원,0,"경상남도 창원시 성산구 상남로 122 (상남동, 롯데메디컬)",개인,2008-10-30,055-281-2879,성산구,상남동
739,2074,예담치과의원,0,경상남도 창원시 의창구 북면 천주로 1107 (961-2 A동 1층),개인,2008-10-13,055-252-2872,의창구,북면
740,2075,SM차치과의원,0,"경상남도 창원시 성산구 원이대로 654 (상남동, 세인프라자)",개인,2008-10-06,055-261-2875,성산구,상남동
741,2076,나란e치과의원,0,"경상남도 창원시 성산구 원이대로 646 (상남동, 에이스빌딩)",개인,2008-05-30,055-264-7279,성산구,상남동
742,2077,노블치과의원,0,"경상남도 창원시 성산구 원이대로473번길 9 (반림동, 노블파크아파트)",개인,2008-05-09,055-266-2870,성산구,
743,2078,김종길치과의원,0,"경상남도 창원시 성산구 창이대로881번길 11 (대방동, 신대방빌딩)",개인,2008-05-02,055-255-2537,성산구,
744,2079,늘푸른치과의원,0,경상남도 창원시 성산구 원이대로 678 (상남동),개인,2008-01-10,055-266-2000,성산구,상남동
745,2080,우리치과의원,0,"경상남도 창원시 의창구 원이대로 591 (용호동, X-PlUS 빌딩 4층)",개인,2008-01-07,055-281-6500,의창구,
746,2081,청담치과의원,0,"경상남도 창원시 의창구 원이대로189번길 34 (명서동, 남천상가)",개인,2007-11-19,055-237-7528,의창구,
747,2082,키즈라이크치과의원,0,경상남도 창원시 성산구 상남로 122 (상남동),개인,2007-11-19,055-264-2879,성산구,상남동
748,2083,하늘치과의원,0,"경상남도 창원시 의창구 사림로 47 (사림동, 사림프라자)",개인,2007-11-02,055-286-7528,의창구,
749,2084,참진치과의원,0,"경상남도 창원시 의창구 팔용로 442 (팔용동, KB빌딩)",개인,2007-09-11,055-294-2817,의창구,
750,2085,서울웰치과의원,0,"경상남도 창원시 성산구 원이대로 666 (상남동, 금강빌딩)",개인,2007-09-05,055-285-2856,성산구,상남동
751,2086,보스톤 치과의원,0,"경상남도 창원시 성산구 창원천로 288, 4층 402, 403호 (반지동, 대동아파트)",개인,2007-08-06,055-287-4466,성산구,
752,2087,e-사랑치과의원,0,"경상남도 창원시 의창구 상남로192번길 41-3 (신월동, 남전빌딩)",개인,2007-07-04,055-274-0428,의창구,
753,2088,미소지움치과의원,0,"경상남도 창원시 의창구 도계로 66 (도계동, 정화빌딩)",개인,2007-05-15,055-288-7528,의창구,
754,2089,오복치과의원,0,"경상남도 창원시 성산구 반송로 148-6 (반림동, 미건빌딩 2층)",개인,2006-07-07,055-264-7607,성산구,
755,2090,한결치과의원,0,"경상남도 창원시 성산구 신촌로 90 (신촌동, 디에스아이존빌아파트)",개인,2006-05-25,055-266-7528,성산구,
756,2091,e가지런한치과의원,0,"경상남도 창원시 성산구 용지로133번길 5 (중앙동, 키다리빌딩)",개인,2006-04-17,055-274-2885,성산구,중앙동
757,2092,본치과의원,0,"경상남도 창원시 성산구 원이대로 608 (중앙동, 창원이마트)",개인,2006-03-06,055-286-2804,성산구,중앙동
758,2093,센텀치과의원,0,"경상남도 창원시 성산구 용지로133번길 5 (중앙동, 키다리빌딩)",개인,2006-03-02,055-267-2842,성산구,중앙동
759,2094,미소치과의원,0,"경상남도 창원시 성산구 창원천로 288, 대동그린코아상가  2층 226호 (반지동)",개인,2005-07-04,055-265-2833,성산구,
760,2095,수치과의원,0,경상남도 창원시 의창구 동읍 동읍로 6-1,개인,2005-06-30,055-251-2870,의창구,동읍
761,2096,연세편한치과의원,0,"경상남도 창원시 성산구 대정로 80 (남양동, 피오르빌아파트)",개인,2005-04-26,055-263-2275,성산구,
762,2097,그린치과의원,0,"경상남도 창원시 의창구 의안로 41 (소답동, 4층)",개인,2005-03-05,055-294-2879,의창구,
763,2098,오늘치과의원,0,"경상남도 창원시 의창구 도계로 63, 201호 (도계동, 중앙상가연립)",개인,2004-04-21,055-273-2828,의창구,
764,2099,행복치과의원,0,"경상남도 창원시 의창구 원이대로 283 (봉곡동, 청마빌딩208호)",개인,2004-04-16,055-288-3791,의창구,
765,2100,미소사랑치과의원,0,"경상남도 창원시 의창구 팔용로 439 (팔용동, 사화빌딩)",개인,2004-01-18,055-299-2820,의창구,
766,2101,삼성치과의원,0,"경상남도 창원시 성산구 대암로 251 (성주동, 프리빌리지상가112동301,302호)",개인,2003-12-22,055-284-7502,성산구,성주동
767,2102,굿모닝e치과의원,0,"경상남도 창원시 성산구 상남로 118 (상남동, CNN타워)",개인,2003-06-14,055-275-2879,성산구,상남동
768,2103,성심치과의원,0,"경상남도 창원시 의창구 대산면 주남로 574-8, 2층",개인,2003-06-04,055-291-4888,의창구,대산면
769,2104,이튼튼치과의원,0,"경상남도 창원시 의창구 도계로 61 (도계동, 의창새마을금고)",개인,2003-05-15,055-277-2875,의창구,
770,2105,한마음치과의원,0,"경상남도 창원시 의창구 원이대로 269 (봉곡동, 한빛메디칼센터)",개인,2003-04-19,055-288-2847,의창구,
771,2106,한사랑치과의원,0,"경상남도 창원시 성산구 안민로117번길 9 (안민동, 풍전빌딩)",개인,2003-01-20,055-261-8160,성산구,
772,2107,성원치과의원,0,"경상남도 창원시 성산구 대암로 80 (대방동, 성원3차 상가 408호)",개인,2002-12-21,055-266-5652,성산구,
773,2108,허영준치과의원,0,"경상남도 창원시 의창구 외동반림로 212 (용호동, 일동아파트)",개인,2002-11-25,055-266-8275,의창구,
774,2109,심미부부치과의원,0,"경상남도 창원시 성산구 대정로 138 (대방동, 대동훼미리코아상가 310호)",개인,2002-11-18,055-261-1236,성산구,
775,2110,함께하는치과의원,0,"경상남도 창원시 성산구 원이대로 716 (상남동, 대동메디칼)",개인,2002-11-18,055-266-0028,성산구,상남동
776,2111,김석훈치과의원,0,"경상남도 창원시 의창구 봉곡로123번길 7 (봉곡동, 봉곡빌딩)",개인,2002-11-11,055-237-0028,의창구,
777,2112,화이트치과의원,0,"경상남도 창원시 의창구 팔용로 429 (팔용동, 팔용프라자)",개인,2002-07-13,055-297-7528,의창구,
778,2113,즐거운치과의원,0,"경상남도 창원시 성산구 가양로124번길 17-13 (대방동, 대방프라자)",개인,2001-08-30,055-275-2884,성산구,
779,2114,건미치과의원,0,경상남도 창원시 의창구 읍성로 78 (소답동),개인,2001-05-28,055-295-0620,의창구,
780,2115,SK 금강치과의원,0,"경상남도 창원시 성산구 완암로 50 (성산동, SK테크노파크)",개인,2001-05-12,055-288-2875,성산구,
781,2116,아름다운치과의원,0,"경상남도 창원시 성산구 원이대로 664 (상남동, 창원메디컬)",개인,2001-04-07,055-283-2842,성산구,상남동
782,2117,온누리치과의원,0,"경상남도 창원시 성산구 가양로124번길 17-12 (대방동, 실로암빌딩 302호)",개인,2001-01-10,055-267-2830,성산구,
783,2118,쥬니어치과의원,0,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",개인,2000-12-15,055-287-7528,성산구,상남동
784,2119,함성원치과의원,0,"경상남도 창원시 의창구 팔용로 428 (팔용동, 드림피아)",개인,2000-03-09,055-294-2875,의창구,
785,2120,조은치과의원,0,"경상남도 창원시 의창구 반계로 98, 3층 302,303,304호 (팔용동, 벽산블루밍아파트 상가)",개인,1999-12-27,055-252-2833,의창구,
786,2121,명곡치과의원,0,"경상남도 창원시 의창구 원이대로 275 (봉곡동, 국민은행 명곡지점)",개인,1999-08-31,055-288-4747,의창구,
787,2122,류치과의원,0,"경상남도 창원시 의창구 동읍 의창대로 854, 2층 201호 (동읍빌딩)",개인,1999-05-06,055-291-7582,의창구,동읍
788,2123,북면치과의원,0,경상남도 창원시 의창구 북면 천주로 1080,개인,1999-04-23,055-298-8883,의창구,북면
789,2124,소계권치과의원,0,"경상남도 창원시 의창구 소계로90번길 10 (소계동, 정원연립)",개인,1999-02-20,055-295-2875,의창구,
790,2125,현대치과의원,0,"경상남도 창원시 성산구 외동반림로 217 (반림동, 현대아파트)",개인,1998-12-17,055-263-2575,성산구,
791,2126,김종하치과의원,0,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",개인,1998-12-04,055-275-7555,성산구,상남동
792,2127,최치과의원,0,"경상남도 창원시 의창구 읍성로33번길 2, 2층 (북동, 장소아과의원)",개인,1998-11-23,055-256-2875,의창구,
793,2128,박현정치과의원,0,"경상남도 창원시 성산구 대정로 102 (남양동, 개나리3차아파트)",개인,1998-11-12,055-261-2275,성산구,
794,2129,예은치과의원,0,"경상남도 창원시 성산구 동산로 122 (상남동, 스카이웰빙파크203,204,205호)",개인,1998-06-26,055-275-2875,성산구,상남동
795,2130,신치과의원,0,"경상남도 창원시 성산구 원이대로473번길 14 (반림동, 트리비앙아파트)",개인,1998-05-01,055-288-2989,성산구,
796,2131,한서치과의원,0,"경상남도 창원시 성산구 용지로133번길 3, 한서빌딩 9층 901호 (중앙동)",개인,1998-02-26,055-262-2004,성산구,중앙동
797,2132,청아치과의원,0,"경상남도 창원시 의창구 명지로 82-4 (명서동, 장원상가)",개인,1997-07-16,055-238-0416,의창구,
798,2133,문치과의원,0,경상남도 창원시 성산구 원이대로863번길 32 (가음동),개인,1997-06-23,055-283-6203,성산구,
799,2134,최웅재치과의원,0,"경상남도 창원시 성산구 대정로 33 (가음동, 황금상가)",개인,1997-05-16,055-285-0777,성산구,
800,2135,우리들치과의원,0,"경상남도 창원시 의창구 반계로 105 (팔용동, 대동중앙아파트)",개인,1996-10-30,055-292-3778,의창구,
801,2136,박재간치과의원,0,경상남도 창원시 의창구 평산로219번길 47 (중동),개인,1996-08-05,055-294-5588,의창구,
802,2137,미래치과의원,0,"경상남도 창원시 성산구 동산로 166, 2층 201호 (사파동, 사파대동상가)",개인,1996-04-30,055-285-2805,성산구,사파동
803,2138,경남치과의원,0,"경상남도 창원시 의창구 의안로2번길 37 (소답동, 에은빌딩)",개인,1996-02-15,055-297-2875,의창구,
804,2139,동현치과의원,0,"경상남도 창원시 의창구 읍성로 57 (소답동, 형제상가2 층)",개인,1995-07-28,055-296-0127,의창구,
805,2140,미치과교정과치과의원,0,"경상남도 창원시 성산구 상남로 118 (상남동, CNN타워)",개인,1995-05-29,055-287-1757,성산구,상남동
806,2141,우리가족치과의원,0,"경상남도 창원시 의창구 창이대로 203, 지예빌딩 2층 (봉곡동)",개인,1995-05-01,055-238-3394,의창구,
807,2142,수정치과의원,0,"경상남도 창원시 의창구 원이대로 283 (봉곡동, 청마상가)",개인,1995-05-01,055-238-2540,의창구,
808,2143,내동치과의원,0,"경상남도 창원시 성산구 창원대로 726, 16,17,32호 (내동, 내동상가아파트)",개인,1995-04-13,055-283-0660,성산구,
809,2144,남치과의원,0,"경상남도 창원시 의창구 의창대로62번길 2 (팔용동, 동영오피스)",개인,1995-03-15,055-255-1077,의창구,
810,2145,이재치과의원,0,"경상남도 창원시 의창구 의안로31번길 28-10 (중동, 이제메디칼)",개인,1994-12-06,055-292-9666,의창구,
811,2146,성심치과의원,0,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",개인,1994-08-04,055-264-2875,성산구,상남동
812,2147,황상윤치과의원,0,"경상남도 창원시 성산구 가음로13번길 33 (남양동, 남양종합상가)",개인,1994-06-10,055-263-8131,성산구,
813,2148,반송치과의원,0,"경상남도 창원시 성산구 원이대로473번길 13 (반림동, dna빌딩)",개인,1994-05-21,055-263-2522,성산구,
814,2149,창원치과의원,0,"경상남도 창원시 의창구 창원천로 34, 상가동 2층 217,218,219,220호 (대원동, 대원 꿈에그린)",개인,1994-05-03,055-273-7870,의창구,
815,2150,나치과의원,0,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",개인,1993-07-22,055-263-7376,성산구,상남동
816,2151,대방치과의원,0,"경상남도 창원시 성산구 대정로 135 (대방동, 대방덕산타운)",개인,1993-06-10,055-267-2804,성산구,
817,2152,서린치과의원,0,"경상남도 창원시 의창구 창이대로309번길 5, 2층 201호 (봉곡동, 낙원상가)",개인,1992-07-31,055-237-7705,의창구,
818,2153,동면치과의원,0,경상남도 창원시 의창구 동읍 동읍로 5,개인,1992-05-09,055-251-1036,의창구,동읍
819,2154,바른이치과의원,0,"경상남도 창원시 성산구 대암로 40-14 (남양동, 동양람세스빌딩)",개인,1992-04-24,055-281-8154,성산구,
820,2155,하이치과의원,0,"경상남도 창원시 성산구 동산로 162 (사파동, 무궁화상가)",개인,1992-04-06,055-263-0053,성산구,사파동
821,2156,박재홍치과의원,0,"경상남도 창원시 성산구 연덕로184번길 48 (내동, 공단상가)",개인,1991-08-14,055-263-9822,성산구,
822,2157,한맷돌치과의원,0,"경상남도 창원시 성산구 대정로 77 (남양동, 성원1차아파트)",개인,1991-05-24,055-263-2875,성산구,
823,2158,강도욱치과의원,0,"경상남도 창원시 성산구 신촌로 17 (신촌동, 낙지마당 양곡점)",개인,1991-05-14,055-286-2875,성산구,
824,2159,이플치과의원,0,"경상남도 창원시 의창구 평산로 96, 웰빙프라자 2층 209호 (팔용동)",개인,1991-05-06,055-246-2878,의창구,
825,2160,소망치과의원,0,"경상남도 창원시 성산구 반송로 144 (반림동, 수영빌딩)",개인,1991-05-02,055-285-5550,성산구,
826,2161,하얀치과의원,0,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",개인,1991-04-26,055-263-3668,성산구,상남동
827,2162,이편한치과의원,0,경상남도 창원시 의창구 도계로 58 (도계동),개인,1991-04-26,055-277-2479,의창구,
828,2163,하나치과의원,0,"경상남도 창원시 성산구 원이대로 648 (상남동, 상남오피스텔)",개인,1991-04-24,055-266-2833,성산구,상남동
829,2164,서울치과의원,0,"경상남도 창원시 성산구 중앙대로 37 (중앙동, 경남오피스텔)",개인,1991-03-07,255-261-0778,성산구,중앙동
830,2165,미르치과의원,0,"경상남도 창원시 성산구 상남로 122, 상남메디컬 12층 (상남동)",개인,1991-03-02,055-262-2828,성산구,상남동
831,2166,부강치과의원,0,"경상남도 창원시 성산구 대정로 29 (대방동, 대우상가 2층)",개인,1990-07-12,055-261-2828,성산구,
832,2167,정치원치과의원,0,"경상남도 창원시 성산구 동산로 156, 3층 305호 (사파동, 삼익종합상가)",개인,1989-05-03,055-281-6639,성산구,사파동
833,2168,무지개치과의원,0,"경상남도 창원시 성산구 가양로124번길 15 (대방동, 대암빌딩)",개인,1989-04-20,055-281-6000,성산구,
834,2169,박병욱치과의원,0,"경상남도 창원시 의창구 팔용로 438 (팔용동, 팔용종합상가 403호)",개인,1988-05-12,055-255-7887,의창구,
835,2170,박치과의원,0,"경상남도 창원시 의창구 원이대로 587 (용호동, 정우상가)",개인,1988-05-12,055-284-5471,의창구,
836,2171,이치과의원,0,"경상남도 창원시 성산구 대정로 31-4 (가음동, 가고파상가)",개인,1987-04-27,055-285-0889,성산구,
837,2172,박유년치과의원,0,"경상남도 창원시 의창구 용지로 161 (용호동, 경남빌딩)",개인,1984-05-02,055-284-3393,의창구,
838,2173,최영철치과의원,0,"경상남도 창원시 성산구 용지로 94 (중앙동, 올림피아상가)",개인,1983-10-29,055-279-0822,성산구,중앙동
839,2174,한솔세븐치과의원,0,"경상남도 창원시 의창구 우곡로217번길 36 (명서동, 모리스빌딩)",개인,1983-10-25,055-238-7784,의창구,
840,2175,상아치과의원,0,"경상남도 창원시 마산회원구 내서읍 호계본동로 17-2, 코오롱그랜드쇼핑",민간,2021-04-20,055-231-5283,마산회원구,내서읍
841,2176,스마일치과의원,0,"경상남도 창원시 마산회원구 삼호로 80, 2층 (양덕동, 메트로시티 2단지)",민간,2020-05-26,055-252-4567,마산회원구,
842,2177,선치과의원,0,"경상남도 창원시 마산합포구 합포로 66, 세강당한의원 2층 (동성동)",민간,2020-03-13,055-244-6262,마산합포구,
843,2178,제일치과의원,0,경상남도 창원시 마산합포구 서성로 62 (신포동2가),민간,2019-07-31,055-224-2828,마산합포구,
844,2179,라임치과의원,0,"경상남도 창원시 마산회원구 회원동15길 11, 천지리치빌 2층 206호 (회원동)",민간,2019-04-16,055-247-8885,마산회원구,
845,2180,보석플란트치과의원,0,"경상남도 창원시 마산합포구 노산서18길 30, 2층 (교원동)",민간,2018-09-21,055-291-2875,마산합포구,
846,2181,아미치과의원,0,"경상남도 창원시 마산합포구 불종거리로 32, 2층,3층 (오동동)",민간,2018-03-09,055-243-1404,마산합포구,오동동
847,2182,박치과의원,0,"경상남도 창원시 마산회원구 내서읍 호원로 160, 2층",민간,2018-01-04,055-231-2804,마산회원구,내서읍
848,2183,마산뉴치과의원,0,"경상남도 창원시 마산회원구 마산역광장로 6, 903호 (석전동, 광통힐타운)",민간,2017-07-19,055-295-0958,마산회원구,석전동
849,2184,올바른치과의원,0,"경상남도 창원시 마산합포구 현동로 111, 3층 301호 (현동)",민간,2017-05-23,055-715-2800,마산합포구,현동
850,2185,모두치과의원,0,"경상남도 창원시 마산합포구 3·15대로 261, 5층 (중앙동3가)",민간,2017-01-26,055-715-7575,마산합포구,중앙동
851,2186,바른치과의원,0,"경상남도 창원시 마산합포구 합포로 21 (수성동, IBK저축은행)",민간,2017-01-16,055-248-2828,마산합포구,
852,2187,노바플란트치과의원,0,"경상남도 창원시 마산합포구 산호동로 1 (산호동, 신한PLUS)",민간,2016-05-31,055-247-2875,마산합포구,산호동
